Date,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-01,AAPL,143.16975163727773,145.79507673093465,140.53448759071875,144.6216278076172,77663600,0.0,0.0
2023-02-02,AAPL,148.07233316275673,150.33965856703733,147.346395117046,149.98167419433594,118339000,0.0,0.0
2023-02-03,AAPL,147.20716740468873,156.50520108073565,147.00828214843597,153.64120483398438,154357300,0.0,0.0
2023-02-06,AAPL,151.72195437162094,152.2490071785243,149.94189550198791,150.88661193847656,69858300,0.0,0.0
2023-02-07,AAPL,149.80266972957904,154.36715265742652,149.80266972957904,153.79037475585938,83322600,0.0,0.0
2023-02-08,AAPL,153.0246891332235,153.72079526787394,150.32974552924915,151.07557678222656,64120100,0.0,0.0
2023-02-09,AAPL,152.92521579525823,153.4721616662803,149.5838916797102,150.03138732910156,56007100,0.0,0.0
2023-02-10,AAPL,148.8561766224306,150.7285709416529,148.61714077018968,150.39990234375,57450700,0.23,0.0
2023-02-13,AAPL,150.3401464530594,153.6367713472545,150.31026887131654,153.2284393310547,62199000,0.0,0.0
2023-02-14,AAPL,151.5054161644625,153.14875912902346,150.25051215282318,152.5810546875,61707600,0.0,0.0
2023-02-15,AAPL,152.49142141204047,154.87176497319618,152.2623548894664,154.70245361328125,65573800,0.0,0.0
2023-02-16,AAPL,152.88980037680486,155.69841461880284,152.73045834096655,153.08900451660156,68167900,0.0,0.0
2023-02-17,AAPL,151.7344963627943,152.38186421688505,150.2405565175307,151.93368530273438,59144100,0.0,0.0
2023-02-21,AAPL,149.59317925778595,150.68874126558396,147.81041766016108,147.880126953125,58867200,0.0,0.0
2023-02-22,AAPL,148.26854847852871,149.34418701615735,146.56546552514016,148.3083953857422,51011300,0.0,0.0
2023-02-23,AAPL,149.48363206470827,149.73262206356233,146.6451551960581,148.79641723632812,48394200,0.0,0.0
2023-02-24,AAPL,146.51565692143686,146.59533553460568,145.13127331155462,146.11727905273438,55469600,0.0,0.0
2023-02-27,AAPL,147.11324462513485,148.56733757970076,146.85428532301114,147.3223876953125,44998500,0.0,0.0
2023-02-28,AAPL,146.4559069516034,148.47770434135202,146.23679455690868,146.814453125,50547000,0.0,0.0
2023-03-01,AAPL,146.236794214235,146.63517209612348,144.42413989821574,144.72293090820312,55479000,0.0,0.0
2023-03-02,AAPL,143.79669345182052,146.11728181386064,143.3186217637737,145.3205108642578,52238100,0.0,0.0
2023-03-03,AAPL,147.44188963835785,150.49949367520435,146.7347666546282,150.41981506347656,70732300,0.0,0.0
2023-03-06,AAPL,153.1686644466306,155.6685334909935,152.84001105716584,153.20851135253906,87558000,0.0,0.0
2023-03-07,AAPL,153.07904033317436,153.40770893830813,150.51943117994628,150.98753356933594,56182000,0.0,0.0
2023-03-08,AAPL,152.19264046327316,152.8499776902654,151.21660394864847,152.2523956298828,47204800,0.0,0.0
2023-03-09,AAPL,152.9396000232387,153.91563647138412,149.6230517280108,149.98159790039062,53833600,0.0,0.0
2023-03-10,AAPL,149.60313772552362,150.33018417039932,147.01363600256323,147.90003967285156,68572400,0.0,0.0
2023-03-13,AAPL,147.2128190287622,152.52128670982674,147.10326284032968,149.86207580566406,84457100,0.0,0.0
2023-03-14,AAPL,150.66882089048352,152.7802511335933,149.49359543732402,151.97352600097656,73695900,0.0,0.0
2023-03-15,AAPL,150.57917170176478,152.63084655507342,149.314298440856,152.3719024658203,77167900,0.0,0.0
2023-03-16,AAPL,151.54525781261566,155.82788830282473,151.02735442383323,155.22035217285156,76161100,0.0,0.0
2023-03-17,AAPL,155.44941777627795,156.10675493543667,153.65668697727304,154.373779296875,98944600,0.0,0.0
2023-03-20,AAPL,154.44352567681725,157.1824156977821,153.52722909631711,156.76409912109375,73641400,0.0,0.0
2023-03-21,AAPL,156.6844169965663,158.75600019173157,155.90755430195202,158.63648986816406,73938300,0.0,0.0
2023-03-22,AAPL,158.6564299595171,161.48495269295003,157.17244409864634,157.19236755371094,75701800,0.0,0.0
2023-03-23,AAPL,158.18831595829081,160.8973281571649,157.0429529317083,158.28790283203125,67622100,0.0,0.0
2023-03-24,AAPL,158.21818596508513,159.69220232129587,157.21227196475576,159.60256958007812,59196500,0.0,0.0
2023-03-27,AAPL,159.29383054631492,160.12047909583956,157.23218623657112,157.64053344726562,52390300,0.0,0.0
2023-03-28,AAPL,157.33179125424502,157.8496946727038,155.34982552387916,157.01307678222656,45992200,0.0,0.0
2023-03-29,AAPL,158.7261454936404,160.399366250515,158.70623723493696,160.12049865722656,51305700,0.0,0.0
2023-03-30,AAPL,160.87740721575273,161.8136119869577,160.61846310341323,161.7040557861328,49501700,0.0,0.0
2023-03-31,AAPL,161.78374211751722,164.33339724320217,161.25588454214386,164.23379516601562,68749800,0.0,0.0
2023-04-03,AAPL,163.60635455152854,165.61818282306646,163.5565535117661,165.49867248535156,56976200,0.0,0.0
2023-04-04,AAPL,165.92692828271132,166.16594893666584,164.44294253512697,164.96084594726562,46278300,0.0,0.0
2023-04-05,AAPL,164.07444032131605,164.3831854605127,161.14631576727714,163.098388671875,51511700,0.0,0.0
2023-04-06,AAPL,161.7737646425446,164.29355725471697,161.3455091659301,163.99476623535156,45390100,0.0,0.0
2023-04-10,AAPL,160.7678453225077,161.37538146972656,159.43326270308992,161.37538146972656,47716900,0.0,0.0
2023-04-11,AAPL,161.69410104147346,161.7040551698223,159.86152321673777,160.15036010742188,47644200,0.0,0.0
2023-04-12,AAPL,160.56865625983505,161.40525892834415,159.13447157259543,159.45318603515625,50133100,0.0,0.0
2023-04-13,AAPL,160.9769982954281,165.1301491204927,160.76784003644804,164.89111328125,68445600,0.0,0.0
2023-04-14,AAPL,163.9250360328323,165.64805759903274,163.1581578529949,164.54254150390625,49386500,0.0,0.0
2023-04-17,AAPL,164.42302044195827,164.72181145901584,163.36730535254506,164.5624542236328,41516200,0.0,0.0
2023-04-18,AAPL,165.42895451392155,166.73365962271544,164.98076037670225,165.79745483398438,49923000,0.0,0.0
2023-04-19,AAPL,165.13016548549535,167.48063161432628,164.87120616803324,166.95277404785156,47720200,0.0,0.0
2023-04-20,AAPL,165.41896475504282,167.19177203921853,164.89110726015574,165.97669982910156,52456400,0.0,0.0
2023-04-21,AAPL,164.38319484384462,165.77753271243478,163.82545969640856,164.3533172607422,58337300,0.0,0.0
2023-04-24,AAPL,164.3333949850056,164.93097704562652,163.22787881085713,164.6620635986328,41949600,0.0,0.0
2023-04-25,AAPL,164.52261385717676,165.63808405188374,163.06850575581234,163.1083526611328,48714100,0.0,0.0
2023-04-26,AAPL,162.40121977737576,164.61225198360341,162.1422756728881,163.098388671875,45498800,0.0,0.0
2023-04-27,AAPL,164.52262209040046,167.87900216738603,164.52262209040046,167.7296142578125,64902300,0.0,0.0
2023-04-28,AAPL,167.80928159661238,169.1637876085628,167.20174547660943,168.9944610595703,55209200,0.0,0.0
2023-05-01,AAPL,168.59608580404557,169.7613570298521,167.95867209427598,168.9048309326172,52472900,0.0,0.0
2023-05-02,AAPL,169.40281066234166,169.66176995474493,166.86310995409318,167.85906982421875,48425700,0.0,0.0
2023-05-03,AAPL,168.81520412378237,170.229465367121,166.48466159027257,166.7734832763672,65136000,0.0,0.0
2023-05-04,AAPL,164.22382042903283,166.36512804554513,163.6461618875554,165.12017822265625,81235400,0.0,0.0
2023-05-05,AAPL,170.2892115835582,173.5958055935017,170.07009919990452,172.86875915527344,113316400,0.0,0.0
2023-05-08,AAPL,171.78315840014966,173.14763379008414,171.41465810215857,172.79904174804688,55962800,0.0,0.0
2023-05-09,AAPL,172.3508619892183,172.83887260910583,170.90672318826992,171.07603454589844,45326900,0.0,0.0
2023-05-10,AAPL,172.32098351499195,173.32689752762042,171.20549811001328,172.85879516601562,53724500,0.0,0.0
2023-05-11,AAPL,173.1476520055731,173.88465267908927,171.47443130376664,173.0480499267578,49514700,0.0,0.0
2023-05-12,AAPL,173.15774218957503,173.59657315060798,170.5447226538143,172.1105499267578,45497800,0.24,0.0
2023-05-15,AAPL,172.69897170529626,172.74884162582103,171.01346883143506,171.61187744140625,37266700,0.0,0.0
2023-05-16,AAPL,171.53208861219923,172.6790206934537,171.34259204510292,171.61187744140625,42110300,0.0,0.0
2023-05-17,AAPL,171.25283806768712,172.4695758826746,169.9662641010483,172.230224609375,57951600,0.0,0.0
2023-05-18,AAPL,172.53939360762658,174.7734351652467,172.1205136689784,174.5839385986328,65496700,0.0,0.0
2023-05-19,AAPL,175.92037022008634,175.92037022008634,174.4742338130598,174.6936492919922,55772400,0.0,0.0
2023-05-22,AAPL,173.5167753267537,174.24484266444423,172.98818766513122,173.73619079589844,43570900,0.0,0.0
2023-05-23,AAPL,172.66905294851753,172.9183873331977,170.82397241461908,171.1032257080078,50747300,0.0,0.0
2023-05-24,AAPL,170.6344736621792,171.96093439787035,170.06599918583325,171.38247680664062,45143500,0.0,0.0
2023-05-25,AAPL,171.9509613713399,173.43698450104648,171.2328771566265,172.5294189453125,56058300,0.0,0.0
2023-05-26,AAPL,172.85853842158505,175.30201219099396,172.64909085590446,174.96290588378906,54835000,0.0,0.0
2023-05-30,AAPL,176.48885079669677,178.51344470539902,176.09988978020135,176.82794189453125,55964400,0.0,0.0
2023-05-31,AAPL,176.85784973431777,178.8724756204774,176.2893600898515,176.77806091308594,99625300,0.0,0.0
2023-06-01,AAPL,177.22686816825382,179.64042305750914,176.45891404316637,179.61050415039062,68901800,0.0,0.0
2023-06-02,AAPL,180.54800476783768,181.29600788604444,178.78271314778428,180.4682159423828,61945900,0.0,0.0
2023-06-05,AAPL,182.1437500536452,184.45756510918994,177.5659594241951,179.10186767578125,121946500,0.0,0.0
2023-06-06,AAPL,179.49082009611885,179.64041462468907,176.9575744791447,178.73284912109375,64848400,0.0,0.0
2023-06-07,AAPL,177.96490198364674,180.72753105839507,176.84788887825917,177.3465576171875,61944600,0.0,0.0
2023-06-08,AAPL,177.42632897433313,180.35850355696866,176.987513272895,180.0892333984375,50214900,0.0,0.0
2023-06-09,AAPL,181.01675072800933,181.7448028197143,180.14907199929024,180.4781951904297,48870700,0.0,0.0
2023-06-12,AAPL,180.78736449463221,183.4003837535339,180.4881602148876,183.30064392089844,54274900,0.0,0.0
2023-06-13,AAPL,182.31330851475477,183.65970508618722,181.95426638540675,182.8219451904297,54929100,0.0,0.0
2023-06-14,AAPL,182.88177800213668,183.89906654379925,181.53538146756506,183.46023559570312,57462900,0.0,0.0
2023-06-15,AAPL,183.4702103217935,186.02339184688998,183.29068166116141,185.51473999023438,65433200,0.0,0.0
2023-06-16,AAPL,186.23282120508458,186.49213868648093,183.77937955509884,184.42764282226562,101235600,0.0,0.0
2023-06-20,AAPL,183.91901689338587,185.60451974788597,183.91901689338587,184.5174102783203,49799100,0.0,0.0
2023-06-21,AAPL,184.40769931891307,184.91635118810532,182.10385210812808,183.47021484375,49515700,0.0,0.0
2023-06-22,AAPL,183.25080605253035,186.5519908925775,183.18098511964078,186.5021209716797,51245300,0.0,0.0
2023-06-23,AAPL,185.05597188032547,187.06061473033333,184.51740112063476,186.18295288085938,53079300,0.0,0.0
2023-06-26,AAPL,186.33257755204687,187.54933058872362,184.73683137399638,184.7767333984375,48088700,0.0,0.0
2023-06-27,AAPL,185.39505993230088,187.88840358366767,185.17564447352765,187.5592803955078,50730800,0.0,0.0
2023-06-28,AAPL,187.429631446172,189.39438756353061,187.10052345898322,188.74612426757812,51216800,0.0,0.0
2023-06-29,AAPL,188.57656845289964,189.56393801521438,188.4369418174557,189.085205078125,46347300,0.0,0.0
2023-06-30,AAPL,191.11980126956567,193.96220418135036,190.7507760244452,193.4535675048828,85069600,0.0,0.0
2023-07-03,AAPL,193.26406367433887,193.3638035137414,191.24943762007845,191.9475860595703,31458200,0.0,0.0
2023-07-05,AAPL,191.05995363856934,192.4661879585032,190.11247083180476,190.82058715820312,46920300,0.0,0.0
2023-07-06,AAPL,189.3345450785546,191.50874871594232,188.6962496949308,191.29930114746094,45094300,0.0,0.0
2023-07-07,AAPL,190.900369559223,192.15700929798075,189.73348654077034,190.17230224609375,46778000,0.0,0.0
2023-07-10,AAPL,188.75609717546797,189.4841645361036,186.54200662116668,188.1078338623047,59922200,0.0,0.0
2023-07-11,AAPL,188.65638056456552,188.79600721724577,186.1031987908904,187.57925415039062,46638100,0.0,0.0
2023-07-12,AAPL,189.1749680502115,191.18959404377776,187.9681982078766,189.26473999023438,60750200,0.0,0.0
2023-07-13,AAPL,189.9927822657853,190.6809475340948,189.2746980917373,190.0326690673828,41342300,0.0,0.0
2023-07-14,AAPL,189.72349956941562,190.67096710686394,189.12510622805124,190.18228149414062,41573900,0.0,0.0
2023-07-17,AAPL,191.38906376218185,193.80263394955682,191.2993070378528,193.4735107421875,50520200,0.0,0.0
2023-07-18,AAPL,192.8352097243277,193.81259620316632,191.90767794544513,193.2141876220703,48353800,0.0,0.0
2023-07-19,AAPL,192.5858761596578,197.7022071550224,192.13706211287214,194.58055114746094,80507300,0.0,0.0
2023-07-20,AAPL,194.57057195548003,195.94690259462328,191.98747144655815,192.6157989501953,59581200,0.0,0.0
2023-07-21,AAPL,193.583223081012,194.45090187315012,190.7208539857674,191.42897033691406,71917800,0.0,0.0
2023-07-24,AAPL,192.89504754304855,194.39105377765915,191.73813240259074,192.23680114746094,45377800,0.0,0.0
2023-07-25,AAPL,192.81527099305382,193.92231628587092,192.40635894386836,193.1044921875,37283200,0.0,0.0
2023-07-26,AAPL,193.1543552508233,195.1191113783899,192.80529625048254,193.98214721679688,47471900,0.0,0.0
2023-07-27,AAPL,195.49809916471946,196.67495009888677,192.03733685495135,192.70555114746094,47460200,0.0,0.0
2023-07-28,AAPL,194.15169382943296,196.1064820710403,193.62310615955113,195.30860900878906,48291400,0.0,0.0
2023-07-31,AAPL,195.537995145902,195.96685820042478,194.74012207235685,195.9269561767578,38824100,0.0,0.0
2023-08-01,AAPL,195.7175151124968,196.20620074446194,194.760064423188,195.0891876220703,35175100,0.0,0.0
2023-08-02,AAPL,194.52068705675583,194.66031368923828,191.33919341532297,192.06724548339844,50389300,0.0,0.0
2023-08-03,AAPL,191.0599548787207,191.8578127154616,190.18229299651043,190.6610107421875,61235200,0.0,0.0
2023-08-04,AAPL,185.026062911546,186.88111132692333,181.4356417146341,181.50546264648438,115799700,0.0,0.0
2023-08-07,AAPL,181.6450754475743,182.6424129020176,176.87780363278816,178.37380981445312,97576100,0.0,0.0
2023-08-08,AAPL,179.21156607716685,179.79002361547552,177.10718348121145,179.32127380371094,67823000,0.0,0.0
2023-08-09,AAPL,180.38841794823884,180.44825575974798,176.53869482014667,177.71556091308594,60378500,0.0,0.0
2023-08-10,AAPL,179.0021289205259,180.26875179728248,177.1271447826861,177.49615478515625,54686900,0.0,0.0
2023-08-11,AAPL,177.08670844562434,178.38498585238872,176.3177172632032,177.5560760498047,51988100,0.24,0.0
2023-08-14,AAPL,177.73584711043486,179.453585335393,177.0767118113598,179.22389221191406,43675600,0.0,0.0
2023-08-15,AAPL,178.64464865954284,179.24385008356637,176.81705460078118,177.21652221679688,43622600,0.0,0.0
2023-08-16,AAPL,176.89695302450681,178.3050862908739,176.26777704591515,176.3376922607422,46964900,0.0,0.0
2023-08-17,AAPL,176.90694055571782,177.27644887923438,173.25175227234058,173.7710723876953,66062900,0.0,0.0
2023-08-18,AAPL,172.07330078860403,174.86961976016784,171.73375179800243,174.2604217529297,61114200,0.0,0.0
2023-08-21,AAPL,174.8396666437127,175.89826955702873,173.51141470421007,175.608642578125,46311900,0.0,0.0
2023-08-22,AAPL,176.82703641390557,177.4462157919414,176.01810458422318,176.99681091308594,42084200,0.0,0.0
2023-08-23,AAPL,178.28512852757362,181.311140788815,178.09537606916024,180.88169860839844,52722800,0.0,0.0
2023-08-24,AAPL,180.43228271341783,180.86172486765338,175.7784104228949,176.14793395996094,54945800,0.0,0.0
2023-08-25,AAPL,177.14662260147787,178.91428280658857,175.58867756165216,178.375,51449600,0.0,0.0
2023-08-28,AAPL,179.85305211015677,180.35239426065775,178.31508499164747,179.9529266357422,43820700,0.0,0.0
2023-08-29,AAPL,179.46356384927003,184.65671910906482,179.2638300390304,183.87774658203125,53003900,0.0,0.0
2023-08-30,AAPL,184.69668071395498,187.60285574456978,184.4969468975517,187.40310668945312,60813900,0.0,0.0
2023-08-31,AAPL,187.59285868271365,188.87117339097605,187.23333171859525,187.62281799316406,60794500,0.0,0.0
2023-09-01,AAPL,189.24069844642935,189.67012539208758,188.0322837067646,189.2107391357422,45732600,0.0,0.0
2023-09-05,AAPL,188.03227905614673,189.73003932085322,187.36316240282707,189.45040893554688,45280000,0.0,0.0
2023-09-06,AAPL,188.1521088872591,188.6015289961815,181.2312342653739,182.66934204101562,81755800,0.0,0.0
2023-09-07,AAPL,174.94951193902594,177.97553944955692,173.3116702630629,177.32638549804688,112488800,0.0,0.0
2023-09-08,AAPL,178.1153463772854,180.0028590457442,177.5560703832831,177.945556640625,65551300,0.0,0.0
2023-09-11,AAPL,179.83308070318074,180.06277381446856,177.1066617213624,179.12400817871094,58953100,0.0,0.0
2023-09-12,AAPL,179.25384418348852,179.8930015034427,174.58999049529427,176.0680389404297,90370200,0.0,0.0
2023-09-13,AAPL,176.27775075918765,177.06671984713338,173.75108083613878,173.9807891845703,84267900,0.0,0.0
2023-09-14,AAPL,173.77107284808233,175.86831602966527,173.35162725950843,175.5087890625,60895800,0.0,0.0
2023-09-15,AAPL,176.24779117941324,176.26776913114006,173.59130267081284,174.77972412109375,109205100,0.0,0.0
2023-09-18,AAPL,176.24779480310914,179.14398831455318,175.93820511918346,177.73583984375,67257600,0.0,0.0
2023-09-19,AAPL,177.28643272359795,179.3936571053623,176.8969464747748,178.8343963623047,51826900,0.0,0.0
2023-09-20,AAPL,179.02413825465166,179.46356177532846,175.16921633059533,175.2591094970703,58436200,0.0,0.0
2023-09-21,AAPL,174.32035125748212,176.0680488190235,173.63125663788026,173.70115661621094,63047900,0.0,0.0
2023-09-22,AAPL,174.4401755841381,176.84700827655132,173.82099622742402,174.5600128173828,56725400,0.0,0.0
2023-09-25,AAPL,173.970796337573,176.73715602517788,173.92085907645927,175.84832763671875,46172700,0.0,0.0
2023-09-26,AAPL,174.58998693847352,174.96947658906006,171.4341410685553,171.73374938964844,64588900,0.0,0.0
2023-09-27,AAPL,172.3928704586823,172.8123160152803,168.8275756082431,170.20574951171875,66921800,0.0,0.0
2023-09-28,AAPL,169.1171936994851,171.8036568728258,167.3994555047553,170.46542358398438,56294400,0.0,0.0
2023-09-29,AAPL,171.79367303446756,172.8422945696302,170.1158755304648,170.9847412109375,51814200,0.0,0.0
2023-01-03,ABBV,155.74808097917938,156.69003874752852,154.56584522187146,156.07489013671875,4937500,0.0,0.0
2023-01-04,ABBV,156.0940966288409,157.90110201596843,155.23865539763037,157.33401489257812,4440400,0.0,0.0
2023-01-05,ABBV,156.75729241164134,158.1029399035788,156.036414540842,157.1417694091797,3516000,0.0,0.0
2023-01-06,ABBV,158.43936900351227,161.58240118670585,157.74732495095037,160.08297729492188,5099100,0.0,0.0
2023-01-09,ABBV,159.45819698305854,159.82344650498345,154.63313112142654,155.38284301757812,7833000,0.0,0.0
2023-01-10,ABBV,155.93069717262634,156.1133219271923,152.15330387942132,153.44126892089844,5936200,0.0,0.0
2023-01-11,ABBV,153.0375871507126,153.15292293179192,149.03911385523213,151.0671844482422,7492000,0.0,0.0
2023-01-12,ABBV,150.3976798060123,150.64995445498283,147.21507202425227,147.70022583007812,7665100,1.48,0.0
2023-01-13,ABBV,147.5740717292778,149.2430018997709,146.84634106676225,149.03924560546875,6019300,0.0,0.0
2023-01-17,ABBV,149.2332984711578,150.49470119929106,148.0495221207562,148.29209899902344,8507000,0.0,0.0
2023-01-18,ABBV,147.6031940035037,147.8942892577215,144.64376753516152,144.7698974609375,6190800,0.0,0.0
2023-01-19,ABBV,144.5273284829082,146.07011416750805,142.95543475186085,144.29446411132812,7169900,0.0,0.0
2023-01-20,ABBV,144.99304741239288,145.2647471426366,142.78074742370146,145.14830017089844,7059000,0.0,0.0
2023-01-23,ABBV,145.41029120564437,145.96335881462255,143.65403689492308,144.13919067382812,7616400,0.0,0.0
2023-01-24,ABBV,143.68315265200292,144.44968914931457,142.091848763981,143.3047332763672,5171400,0.0,0.0
2023-01-25,ABBV,143.00393380753312,143.58610946367202,142.15005841166726,143.40174865722656,5744300,0.0,0.0
2023-01-26,ABBV,143.5278947732745,144.2847334976121,142.74194800613304,143.02333068847656,4577800,0.0,0.0
2023-01-27,ABBV,142.93600004528676,143.29500909398377,141.6745972936438,141.93658447265625,4591500,0.0,0.0
2023-01-30,ABBV,141.5387709897044,142.7516555421101,140.94688273590165,141.32530212402344,4573400,0.0,0.0
2023-01-31,ABBV,141.30591325594236,143.45999750645922,140.12213669283955,143.3629608154297,5628700,0.0,0.0
2023-02-01,ABBV,142.27620887377364,143.0621556649903,140.9371796409043,142.24710083007812,5439900,0.0,0.0
2023-02-02,ABBV,141.59698417159868,141.59698417159868,139.18092766848105,140.5393524169922,6160800,0.0,0.0
2023-02-03,ABBV,141.5872792531181,142.44115465505325,140.40350282978753,140.88865661621094,6553000,0.0,0.0
2023-02-06,ABBV,141.41262713442765,141.98510503339904,140.51023341735305,140.71400451660156,4297000,0.0,0.0
2023-02-07,ABBV,140.28707444937663,141.14094987438313,139.3943932349239,140.8304443359375,5401900,0.0,0.0
2023-02-08,ABBV,141.09242638020845,142.0045178589317,140.1803349014852,140.31617736816406,5753800,0.0,0.0
2023-02-09,ABBV,144.09067045601822,149.13626672969812,143.50848000663592,144.28472900390625,12216900,0.0,0.0
2023-02-10,ABBV,145.24535171790524,148.63171587594093,144.35267047367455,147.5352783203125,8956700,0.0,0.0
2023-02-13,ABBV,147.50615714501575,149.2138930942558,146.76871393511357,149.16537475585938,5602600,0.0,0.0
2023-02-14,ABBV,149.34974551680105,149.42737190226777,147.25387752635768,148.05923461914062,4662800,0.0,0.0
2023-02-15,ABBV,148.08833871685042,148.93251638273136,146.35149465618727,146.5746612548828,5648100,0.0,0.0
2023-02-16,ABBV,144.68257570908563,146.03130276364396,144.3138540606228,145.09010314941406,3757500,0.0,0.0
2023-02-17,ABBV,144.72137744412927,146.89487187067354,144.19741783717174,146.81724548339844,4562400,0.0,0.0
2023-02-21,ABBV,145.37149190738504,148.4764732698432,145.37149190738504,147.48675537109375,8466100,0.0,0.0
2023-02-22,ABBV,146.51643127635563,147.63227896974956,145.77900291257262,146.19622802734375,6041700,0.0,0.0
2023-02-23,ABBV,146.41939940940864,149.0101335268143,144.74077153894712,147.55467224121094,5993300,0.0,0.0
2023-02-24,ABBV,146.8075523393766,148.43766210609718,146.42913294312217,148.17568969726562,5621100,0.0,0.0
2023-02-27,ABBV,148.70933303507502,150.15509664625108,148.55409507602596,149.6990509033203,6828800,0.0,0.0
2023-02-28,ABBV,149.38855315396324,149.78636798710855,148.08832981733048,149.330322265625,7561700,0.0,0.0
2023-03-01,ABBV,148.22418637229296,150.96046096136757,147.84576699356128,150.65966796875,5485800,0.0,0.0
2023-03-02,ABBV,150.62084940462188,151.14482381653033,149.631146281185,149.7960968017578,4567800,0.0,0.0
2023-03-03,ABBV,149.74756532857566,151.53292765957752,149.43705980715714,151.4261932373047,4851200,0.0,0.0
2023-03-06,ABBV,151.16422413611414,151.81434329863458,149.95133955871322,150.66937255859375,4051900,0.0,0.0
2023-03-07,ABBV,150.95074031588928,151.04776217952414,147.5352538735977,148.3891143798828,4606900,0.0,0.0
2023-03-08,ABBV,148.2532887656835,149.17509281207919,144.12948154701178,145.15802001953125,5860100,0.0,0.0
2023-03-09,ABBV,145.61406071081151,146.42911549706344,142.21798429571035,142.97482299804688,5350200,0.0,0.0
2023-03-10,ABBV,143.4502699948844,146.1671341974724,143.09126092580925,145.26475524902344,6825500,0.0,0.0
2023-03-13,ABBV,144.57582804915953,148.76756386175924,144.57582804915953,147.438232421875,7653800,0.0,0.0
2023-03-14,ABBV,147.43823651485445,149.41767230543869,146.9627952676239,149.28182983398438,6644100,0.0,0.0
2023-03-15,ABBV,147.66139749224595,149.7960859705293,147.22476205104013,149.48558044433594,6304600,0.0,0.0
2023-03-16,ABBV,148.65111468863736,151.29035242666797,147.98160010576453,150.6887664794922,6331200,0.0,0.0
2023-03-17,ABBV,151.15450069058676,151.43589815590434,147.3703073747644,149.6408233642578,42756400,0.0,0.0
2023-03-20,ABBV,149.93192236662082,151.6978743567639,149.8737062842461,151.48440551757812,4408200,0.0,0.0
2023-03-21,ABBV,151.98896759071013,152.38679722270214,150.49470054162956,152.1151123046875,4675700,0.0,0.0
2023-03-22,ABBV,151.05747536083973,152.2218562891832,149.04894639031247,149.10716247558594,4376900,0.0,0.0
2023-03-23,ABBV,149.524400372883,151.85313258610137,149.44677399167995,150.6887664794922,4584000,0.0,0.0
2023-03-24,ABBV,150.6693699114647,153.77435141391527,149.999855267587,153.32801818847656,4678700,0.0,0.0
2023-03-27,ABBV,154.11394867272736,154.41474164183282,152.70700569796932,152.86224365234375,3887800,0.0,0.0
2023-03-28,ABBV,153.11454251886744,153.8907915614192,152.77492893596383,153.55117797851562,3532500,0.0,0.0
2023-03-29,ABBV,154.25949100867103,154.95811363300191,151.71728995140595,153.30859375,3959900,0.0,0.0
2023-03-30,ABBV,153.31829641945535,153.8228605100585,152.745818496768,153.23097229003906,3635800,0.0,0.0
2023-03-31,ABBV,153.7258174729947,154.83198228940594,153.04660515164247,154.63790893554688,4957300,0.0,0.0
